,train_loss,val_loss,train_r_square,val_r_square
0,0.04528712900119082,0.04563672926563483,0.44816386699676514,0.43726640939712524
1,0.03148853021016732,0.032803172818743266,0.6163036227226257,0.5966928005218506
2,0.031219532760569286,0.03328914653796416,0.6195814609527588,0.590419739484787
3,0.026216923398660677,0.028714129271415565,0.6805396378040314,0.6448232233524323
4,0.024305747143527123,0.02643012011853548,0.7038278579711914,0.6734057068824768
5,0.030073597805035598,0.032368239015340805,0.6335450112819672,0.5990975797176361
6,0.025234552743244293,0.027776369681725137,0.6925100386142731,0.6574496030807495
7,0.02482412302119629,0.027521017365730725,0.697511225938797,0.6610564887523651
8,0.02744678120001167,0.028721115193687953,0.6655534207820892,0.6460873782634735
9,0.030811474497812956,0.03260879089625982,0.6245537400245667,0.5961350798606873
10,0.03231473178200915,0.03420459135220601,0.6062361001968384,0.5810153782367706
11,0.02799112609762528,0.029145151376724243,0.6589204668998718,0.6401097774505615
