,train_loss,val_loss,train_r_square,val_r_square
0,0.044905560573345514,0.04568399087740825,0.44921255111694336,0.447509229183197
1,0.031223961152136326,0.03317588324157091,0.6170236766338348,0.5961219072341919
2,0.027350837955733544,0.029801812739326403,0.6645292937755585,0.6392252147197723
3,0.026139876058296808,0.02924584038555622,0.67938232421875,0.6444791853427887
4,0.023506445892930484,0.026914841423814114,0.7116825878620148,0.6715701222419739
5,0.02341216773759139,0.027059233675782498,0.7128389775753021,0.6717262268066406
6,0.02206204512964953,0.026238177688075945,0.729398787021637,0.6821574568748474
7,0.02560340409843147,0.028809656890539024,0.6859623789787292,0.6503669619560242
8,0.02878280525771797,0.032338918974766366,0.6469656229019165,0.6071766018867493
9,0.02362428362561664,0.02744222117158083,0.7102372646331787,0.6660555303096771
10,0.028361938335946975,0.03153820221240704,0.6521276831626892,0.6181174218654633
11,0.026229762963874994,0.028858217482383434,0.678279846906662,0.6507974565029144
