,train_loss,val_loss,train_r_square,val_r_square
0,0.09001429156792648,0.09762170681586632,-0.09684765338897705,-0.18085944652557373
1,0.045851178836020724,0.049497845940865,0.44129133224487305,0.40116947889328003
2,0.03756497954467529,0.042423745760550864,0.5422610342502594,0.4861599802970886
3,0.032677061666691966,0.03844370377751497,0.6018214225769043,0.5352864265441895
4,0.028886304444959623,0.035441239579365805,0.6480128169059753,0.5735420882701874
5,0.025864345324107536,0.03312035076893293,0.6848362684249878,0.6020881235599518
6,0.023415799933452594,0.03105007842756235,0.7146723568439484,0.6241768598556519
7,0.020604326519736937,0.029253491272146884,0.7489309310913086,0.6462914943695068
8,0.020467866325590212,0.029087121813343123,0.7505937218666077,0.6500464975833893
9,0.0184844016915348,0.027662195838414706,0.7747627347707748,0.6672724187374115
10,0.017129303568378468,0.026899570026076756,0.7912749499082565,0.6753846704959869
11,0.015477685023779948,0.025857906358746383,0.8114003688097,0.6881914138793945
12,0.014490205856030666,0.02542696391733793,0.8234330415725708,0.6944329738616943
13,0.014640167643916485,0.02528533797997695,0.8216057270765305,0.696343332529068
14,0.013660412125743282,0.025286194366904404,0.8335443139076233,0.695089191198349
15,0.011928745758185533,0.023583642708567474,0.8546451181173325,0.7171426713466644
16,0.01168260887397576,0.023641237845787637,0.8576443791389465,0.7160318195819855
17,0.010816351921879096,0.022749355206122764,0.8681999146938324,0.7264014184474945
18,0.01116134158954932,0.023685977149468202,0.863996148109436,0.7140741050243378
19,0.010323680496448415,0.022858635164224185,0.8742032498121262,0.7249938249588013
20,0.009491492594653731,0.022229038895322725,0.884343683719635,0.7322703301906586
21,0.00955536616091536,0.022667939129930276,0.8835653588175774,0.7279054224491119
22,0.008987652232426072,0.022453754423902586,0.8904831111431122,0.7308745384216309
23,0.008818431544651839,0.022332147766764347,0.892545111477375,0.7323326170444489
24,0.0077970289533040695,0.02146235552544777,0.9049911871552467,0.7424463927745819
25,0.007724469583150624,0.02149828179524495,0.9058753177523613,0.7411313652992249
26,0.006969542262678597,0.020794710860802576,0.915074311196804,0.748865395784378
27,0.007193310755933753,0.021130596932310324,0.9123476296663284,0.7453468143939972
28,0.007566558244415951,0.021629394676822882,0.9077995121479034,0.738281786441803
29,0.00651167053965672,0.020315367012069777,0.9206535890698433,0.7549396604299545
30,0.005808301652937674,0.02002578988098181,0.929224319756031,0.7563217878341675
31,0.005687595872789962,0.020169483641019233,0.9306951612234116,0.7567876279354095
32,0.006278162449834689,0.020512434868858412,0.9234989508986473,0.7528705298900604
33,0.005522197887164347,0.020070479179804143,0.9327105730772018,0.7589262425899506
34,0.0053597619658960075,0.019745042834144372,0.9346898943185806,0.7622180283069611
35,0.004842351506308175,0.01948246703698085,0.9409946799278259,0.7653649300336838
36,0.005072009124495278,0.019466451154305384,0.9381962455809116,0.76481032371521
37,0.004782524887061096,0.019673614261242058,0.9417236745357513,0.7625304758548737
38,0.004310072730602649,0.019268546540003557,0.9474806375801563,0.7663981765508652
39,0.004270089650172078,0.018907623795362618,0.9479678459465504,0.7715010792016983
40,0.004504407332326064,0.01914769024229967,0.945112619549036,0.7684052437543869
41,0.004130507749032589,0.019015664378037818,0.9496686831116676,0.770267903804779
42,0.004547189497436175,0.019324017545351617,0.9445913098752499,0.7670090347528458
43,0.004513643733414864,0.01968727232171939,0.9450000710785389,0.7622062861919403
44,0.003533978542894465,0.018923986703157425,0.9569375440478325,0.7714319825172424
