,train_loss,val_loss,train_r_square,val_r_square
0,0.03403206962411325,0.036142923224430815,0.5853103399276733,0.5639230310916901
1,0.030734397688417264,0.03289500824533976,0.6254933178424835,0.6036608517169952
2,0.024814550263740992,0.027487376561531655,0.6976282298564911,0.6665928959846497
3,0.024358614031130894,0.027548585516902115,0.7031839191913605,0.6672037839889526
4,0.02242969054265449,0.02700998132618574,0.7266883254051208,0.6756787002086639
5,0.019745362468706774,0.024458341157207124,0.7593976110219955,0.7050856351852417
6,0.018303341690810198,0.023487568618013308,0.7769690155982971,0.7165413200855255
7,0.017653337493066103,0.023440599584808715,0.7848894596099854,0.7191861271858215
8,0.017077832170738484,0.022779011669067237,0.7919021546840668,0.7251896858215332
9,0.017044550335025273,0.023584515859301273,0.7923077046871185,0.712849885225296
10,0.01641234101935616,0.022837899768581756,0.8000113219022751,0.7228139340877533
11,0.015087006353598258,0.021983191944085635,0.8161609023809433,0.7326953709125519
12,0.015114602401171844,0.022882642367711432,0.8158245980739594,0.7229840457439423
13,0.014070875926160721,0.022444664429013546,0.8285426944494247,0.7283667027950287
