,train_loss,val_loss,train_acc,val_acc
0,0.5693617080371391,0.5797561865586501,0.7058018718274112,0.7016180203045685
1,0.48404651449113933,0.4981751235631796,0.7692734771573604,0.7577728426395939
2,0.521606174065982,0.530222814816695,0.7294971446700508,0.7238261421319797
3,0.44517090727532577,0.45265171848810637,0.7924928616751269,0.7865640862944162
4,0.3773386229567116,0.39219513077002305,0.8279861992385786,0.8231281725888325
5,0.43938428042503785,0.45366809230584365,0.7960818527918782,0.7871192893401016
6,0.35640020067165346,0.38152467058255124,0.8381781408629442,0.821145304568528
7,0.35072232514317264,0.378295545394604,0.8397644352791879,0.8294733502538071
8,0.3214829555774098,0.35301879048347473,0.8556670368020305,0.8456535532994924
9,0.3760410137285436,0.40188177961569566,0.8335184010152284,0.821145304568528
10,0.28648929006708457,0.309126615524292,0.8790053934010152,0.8668305837563451
11,0.2785413398733599,0.3091842211209811,0.8882852157360406,0.8696065989847716
12,0.2665670152167378,0.2970279799057887,0.8865601205583756,0.8714308375634517
