,train_loss,val_loss,train_acc,val_acc
0,0.5014148095840125,0.5184209576019874,0.7570986675126904,0.7450824873096447
1,0.4790271960085419,0.4887692446892078,0.7691743337563451,0.761738578680203
2,0.4996652510111707,0.5129327796972715,0.7523001269035533,0.7416719543147208
3,0.48965354278910583,0.4966968527207008,0.766933692893401,0.7597557106598984
4,0.5108494387967938,0.5190942791792063,0.7359216370558376,0.7315989847715736
5,0.4658446776382814,0.486818029330327,0.776927347715736,0.7623730964467005
6,0.47882797088719864,0.49563294649124146,0.7706019987309645,0.7570590101522843
7,0.4393540030808618,0.458202614234044,0.7949516180203046,0.7856123096446701
8,0.45764862666577855,0.47162406948896557,0.7889633565989848,0.7741909898477157
9,0.4499777552440082,0.46354904083105236,0.7869606598984772,0.7781567258883249
10,0.462424650939588,0.48601349271260774,0.772584866751269,0.7606281725888325
11,0.3955536161733763,0.41544506412286025,0.8199754124365483,0.8119447969543148
12,0.4103288870626295,0.43187791109085083,0.8054211611675127,0.7908470812182741
