,train_loss,val_loss,train_acc,val_acc
0,0.5391201948756494,0.5623562244268564,0.7354259200507615,0.721367385786802
1,0.6937261878839,0.6939307084450355,0.49990085659898476,0.49611357868020306
2,0.6931238572307045,0.6931017958200895,0.5009914340101523,0.5
3,0.6930142690990176,0.6931931514006394,0.49910770939086296,0.49682741116751267
4,0.6932823909115671,0.6933067991183355,0.4987309644670051,0.4970653553299492
5,0.6945186824665457,0.6944055465551523,0.5027958439086294,0.5049968274111675
6,0.6932120542538348,0.6931472649941077,0.5027958439086294,0.5049968274111675
7,0.6939660879561138,0.6938014855751624,0.5027958439086294,0.5049968274111675
8,0.6931389591415521,0.6931055004780109,0.5027958439086294,0.5049968274111675
9,0.695082023966736,0.6948408209360563,0.5027958439086294,0.5049968274111675
10,0.6931349650252289,0.6931244914348309,0.5027958439086294,0.5049968274111675
11,0.6932614793632236,0.6931845316520104,0.5027958439086294,0.5049968274111675
12,0.6931879756414345,0.6932057967552772,0.4972041560913706,0.4950031725888325
