,train_loss,val_loss,train_acc,val_acc
0,0.5079478296229076,0.5117622499282544,0.7571383248730964,0.756979695431472
1,0.5805112058438625,0.5848131133959844,0.6699119606598984,0.6660057106598984
2,0.5006424715827564,0.5126367234266721,0.7628093274111675,0.7567417512690355
3,0.5272480568607446,0.5357412925133338,0.7180758248730964,0.7176395939086294
4,0.4684231338767231,0.4758433768382439,0.7754600253807107,0.7713356598984772
5,0.4172148156892225,0.42091622719397914,0.8105171319796954,0.807741116751269
6,0.415932714863477,0.42498762103227467,0.7952688769035533,0.7944162436548223
7,0.3754236001502439,0.3908420182191409,0.8262214467005076,0.8186072335025381
8,0.48347343443916535,0.501408881866015,0.7718710342639594,0.7652284263959391
9,0.3767852901202168,0.3919288997466748,0.8283232868020305,0.8170209390862944
10,0.31932679605362985,0.34094165380184466,0.8595138007614214,0.8482709390862944
11,0.403867335564594,0.42386786066568816,0.8202331852791879,0.8073445431472082
12,0.36024739922303234,0.3787896999946007,0.8386143718274112,0.8280456852791879
