,train_loss,val_loss,train_acc,val_acc
0,0.5141534997424498,0.5268751291128305,0.7499603426395939,0.7387373096446701
1,0.4717096860336168,0.48348572162481457,0.7783550126903553,0.774270304568528
2,0.449327080836756,0.465228062409621,0.7985406091370558,0.790371192893401
3,0.41210197782153407,0.42848922656132626,0.8204909581218274,0.8067100253807107
4,0.4186500111963543,0.4437719423037309,0.8084152918781726,0.7919574873096447
5,0.3731475832498618,0.39949106253110445,0.8394670050761421,0.8291560913705583
6,0.38199566924935063,0.4002015132170457,0.8309010152284264,0.8201935279187818
7,0.34525074310562937,0.36675840386977565,0.8500951776649747,0.8410532994923858
8,0.3370864205629692,0.3617718540705167,0.8552308058375635,0.8383565989847716
9,0.3236816574625557,0.3499923027478732,0.856777442893401,0.8443845177664975
10,0.4862676432290053,0.5024660160908332,0.7519432106598984,0.7473032994923858
11,0.29514689225382007,0.32497443144138044,0.8747620558375635,0.8574714467005076
12,0.33246174878275336,0.368522964991056,0.8561627538071066,0.8386738578680203
