,train_loss,val_loss,train_acc,val_acc
0,0.4954340284699716,0.509201698578321,0.775162595177665,0.7728426395939086
1,0.39083376072990106,0.4177395242911119,0.8188055203045685,0.8108343908629442
2,0.2739302087102445,0.31794143869326663,0.8850531408629442,0.865006345177665
3,0.2666975379670937,0.31798274929706866,0.8905060279187818,0.8726205583756346
4,0.26076707939811167,0.3116166866742648,0.8910215736040609,0.8640545685279187
5,0.22159968475399888,0.2874620854854584,0.9086690989847716,0.8833280456852792
6,0.17696852015737954,0.2539923924666185,0.928378807106599,0.8974460659898477
7,0.17817222837566724,0.2570940450980113,0.9271692576142132,0.8941941624365483
8,0.1815111012514775,0.2759828338256249,0.9272684010152284,0.8927664974619289
9,0.14573250684490058,0.25222573715906876,0.941426078680203,0.9033946700507615
10,0.13158857587932934,0.23879837187436911,0.9463435913705583,0.9087880710659898
