,train_loss,val_loss,train_acc,val_acc
0,0.49491616569194696,0.49378905158776504,0.7628489847715736,0.7650697969543148
1,0.3481110318133674,0.3638150760760674,0.8433732550761421,0.8361357868020305
2,0.33271723539393566,0.36177140932816726,0.8590775697969543,0.8449397208121827
3,0.25219867412511465,0.2901673890077151,0.8964348032994924,0.8810279187817259
4,0.24511379353361687,0.3046302107664255,0.9053180520304569,0.8783312182741116
5,0.2587477132526751,0.314742678633103,0.8920724936548223,0.8688134517766497
6,0.17629507857228294,0.23593337948505694,0.9327014593908629,0.9018083756345178
7,0.18497405719333493,0.25891748758462757,0.9271890862944162,0.8957804568527918
8,0.13798403030800335,0.22774970416839307,0.9445986675126904,0.9093432741116751
9,0.14168251091188888,0.2264742748095439,0.945748730964467,0.9104536802030457
10,0.1370766833046366,0.23572113651495713,0.9465022208121827,0.905377538071066
