,train_loss,val_loss,train_acc,val_acc
0,0.6244739092848628,0.6228809494238633,0.6958875317258884,0.6980488578680203
1,0.3429636510495607,0.37111889857512254,0.8496192893401016,0.8341529187817259
2,0.27577900892208673,0.3090187838444343,0.8825943845177665,0.8685755076142132
3,0.2473370826940246,0.2919277823888339,0.8954235406091371,0.8734137055837563
4,0.21469325661129757,0.27104186438597166,0.9109295685279187,0.8857868020304569
5,0.2090172872968434,0.26475163721121275,0.9145582170050761,0.8922112944162437
6,0.1920127477213211,0.263352911059673,0.9232431789340102,0.8946700507614214
7,0.18102451515984413,0.269397666821113,0.9280615482233503,0.890625
8,0.13876139928544234,0.23908126239593214,0.9437856916243654,0.90625
9,0.1567664227925884,0.2681979559935056,0.9396018401015228,0.8928458121827412
10,0.15174534828945768,0.25286213939006513,0.9389474936548223,0.9028394670050761
